id,title,overview,genres,cast,director,keywords,vote_average,popularity
10836,Dagon,"A boating accident off the coast of Spain sends Paul and his girlfriend Barbara to the decrepit fishing village of Imboca. As night falls, people start to disappear and things not quite human start to appear. Paul is pursued by the entire town. Running for his life, he uncovers Imboca's secret..they worship Dagon, a monstrous god of the sea...and Dagon's unholy offspring are on the loose...","Fantasy,Horror,Thriller","Ezra Godden,Francisco Rabal,Raquel MeroÃ±o,Macarena GÃ³mez,Brendan Price",Stuart Gordon,"spain,brother sister relationship,dream,mutant,octopus",6.1,0.115221
34205,Halloweentown II: Kalabar's Revenge,"The Cromwell clan live in the real world, except for their grandmother who lives in Halloweentown, a place where monsters go to escape reality. But now the son of the Cromwells' old enemy Kalabar has a plan to use the grandmother's book to turn Halloweentown into a grey dreary version of the real world, while transform the denizens of the real world into monsters.","Adventure,Family,Fantasy,TV Movie","Kimberly J. Brown,Debbie Reynolds,Daniel Kountz,Judith Hoag,Phillip Van Dyke",Mary Lambert,"witch,magic,sequel,warlock,disney channel",6.0,0.114896
17612,Lost and Delirious,"Lost and Delirious is the story of three adolescent girls' first love, their discovery of sexual passion, and their search for identities. Set in a posh, private boarding school surrounded by luxuriant, green forest, Lost and Delirious moves swiftly from academic routine, homesickness, and girlish silliness to the darker region of lover's intrigue.","Drama,Romance","Piper Perabo,Jessica ParÃ©,Mischa Barton,Jackie Burroughs,Mimi Kuzyk",LÃ©a Pool,"sex,based on novel,roommate,identity,secret",6.8,0.097715
16161,Baby Boy,"The story of Jody, a misguided, 20-year-old African-American who is really just a baby boy finally forced-kicking and screaming to face the commitments of real life. Streetwise and jobless, he has not only fathered two children by two different women-Yvette and Peanut but still lives with his own mother. He can't seem to strike a balance or find direction in his chaotic life.","Drama,Comedy,Crime","Tyrese Gibson,Taraji P. Henson,Omar Gooding,Ving Rhames,Snoop Dogg",John Singleton,"single parent,intolerance,condom,bootlegger,fistfight",7.4,0.089976
2029,Tanguy,No overview found.,Comedy,"Eric Berger,Sabine AzÃ©ma,AndrÃ© Dussollier,HÃ©lÃ¨ne Duc,Aurore ClÃ©ment",Ã‰tienne Chatiliez,"paris,china,parents kids relationship,flat,mama's boy",5.7,0.047949
155,The Dark Knight,"Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.","Drama,Action,Crime,Thriller","Christian Bale,Michael Caine,Heath Ledger,Aaron Eckhart,Gary Oldman",Christopher Nolan,"dc comics,crime fighter,secret identity,scarecrow,sadism",8.1,8.46666799999999
10681,WALLÂ·E,"WALLÂ·E is the last robot left on an Earth that has been overrun with garbage and all humans have fled to outer space. For 700 years he has continued to try and clean up the mess, but has developed some rather interesting human-like qualities. When a ship arrives with a sleek new type of robot, WALLÂ·E thinks he's finally found a friend and stows away on the ship when it leaves.","Animation,Family","Ben Burtt,Elissa Knight,Jeff Garlin,Fred Willard,John Ratzenberger",Andrew Stanton,"future,garbage,plants,dystopia,lonelyness",7.6,5.678119
1726,Iron Man,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.","Action,Science Fiction,Adventure","Robert Downey Jr.,Terrence Howard,Jeff Bridges,Gwyneth Paltrow,Leslie Bibb",Jon Favreau,"middle east,arms dealer,malibu,marvel comic,comic",7.3,4.977955
8681,Taken,"While vacationing with a friend in Paris, an American girl is kidnapped by a gang of human traffickers intent on selling her into forced prostitution. Working against the clock, her ex-spy father must pull out all the stops to save her. But with his best years possibly behind him, the job may be more than he can handle.","Action,Thriller,Crime","Liam Neeson,Famke Janssen,Maggie Grace,Katie Cassidy,Holly Valance",Pierre Morel,"kidnapping,fbi agent,agent,missing daughter",7.2,3.647612
217,Indiana Jones and the Kingdom of the Crystal Skull,"Set during the Cold War, the Soviets â€“ led by sword-wielding Irina Spalko â€“ are in search of a crystal skull which has supernatural powers related to a mystical Lost City of Gold. After being captured and then escaping from them, Indy is coerced to head to Peru at the behest of a young man whose friend â€“ and Indy's colleague â€“ Professor Oxley has been captured for his knowledge of the skull's whereabouts.","Adventure,Action","Harrison Ford,Cate Blanchett,Shia LaBeouf,Ray Winstone,Karen Allen",Steven Spielberg,"saving the world,riddle,whip,treasure,mexico city",5.6,3.16167
8966,Twilight,"When Bella Swan moves to a small town in the Pacific Northwest to live with her father, she starts school and meets the reclusive Edward Cullen, a mysterious classmate who reveals himself to be a 108-year-old vampire. Despite Edward's repeated cautions, Bella can't help but fall in love with him, a fatal move that endangers her own life when a coven of bloodsuckers try to challenge the Cullen clan.","Adventure,Fantasy,Drama,Romance","Kristen Stewart,Robert Pattinson,Billy Burke,Taylor Lautner,Peter Facinelli",Catherine Hardwicke,"soulmates,vampire,forbidden love,immortality,trust",5.8,3.107665
10764,Quantum of Solace,"Quantum of Solace continues the adventures of James Bond after Casino Royale. Betrayed by Vesper, the woman he loved, 007 fights the urge to make his latest mission personal. Pursuing his determination to uncover the truth, Bond and M interrogate Mr. White, who reveals that the organization that blackmailed Vesper is far more complex and dangerous than anyone had imagined.","Adventure,Action,Thriller,Crime","Daniel Craig,Olga Kurylenko,Mathieu Amalric,Judi Dench,Giancarlo Giannini",Marc Forster,"killing,undercover,secret agent,james bond",6.0,3.086676
9502,Kung Fu Panda,"When the Valley of Peace is threatened, lazy Po the panda discovers his destiny as the ""chosen one"" and trains to become a kung fu hero, but transforming the unsleek slacker into a brave warrior won't be easy. It's up to Master Shifu and the Furious Five -- Tigress, Crane, Mantis, Viper and Monkey -- to give it a try.","Animation,Family","Jack Black,Dustin Hoffman,Angelina Jolie,Jackie Chan,Lucy Liu",Mark Osborne|John Stevenson,"china,martial arts,kung fu,mentor,snake",6.8,3.036644
13523,Sex Drive,A high school senior drives cross-country with his best friends to hook up with a babe he met online.,"Comedy,Adventure,Romance","Josh Zuckerman,Amanda Crew,Clark Duke,James Marsden,Seth Green",Sean Anders,"sex,jealousy,virgin,nudity,community",5.9,2.90047
11631,Mamma Mia!,"Set on an idyllic Greek island, the plot serves as a background for a wealth of ABBA hit songs. Donna, an independent, single mother who owns a small hotel on the island is about to let go of Sophie, the spirited young daughter she's raised alone. But Sophie has secretly invited three of her mother's ex-lovers in the hopes of finding her father.","Comedy,Romance","Meryl Streep,Pierce Brosnan,Amanda Seyfried,Colin Firth,Stellan SkarsgÃ¥rd",Phyllida Lloyd,"single parent,greece,musical,daughter,singles",6.2,2.543535
4922,The Curious Case of Benjamin Button,"Tells the story of Benjamin Button, a man who starts aging backwards with bizarre consequences.","Fantasy,Drama,Thriller,Mystery,Romance","Cate Blanchett,Brad Pitt,Tilda Swinton,Julia Ormond,Elle Fanning",David Fincher,"diary,navy,funeral,tea,travel",7.2,2.537342
1724,The Incredible Hulk,"Scientist Bruce Banner scours the planet for an antidote to the unbridled force of rage within him: the Hulk. But when the military masterminds who dream of exploiting his powers force him back to civilization, he finds himself coming face to face with a new, deadly foe.","Science Fiction,Action,Adventure","Edward Norton,Liv Tyler,Tim Roth,William Hurt,Tim Blake Nelson",Louis Leterrier,"new york,rio de janeiro,marvel comic,comic,superhero",6.1,2.349544
13223,Gran Torino,"Walt Kowalski is a widower who holds onto his prejudices despite the changes in his Michigan neighborhood and the world around him. Kowalski is a grumpy, tough-minded, unhappy old man who can't get along with either his kids or his neighbors. He is a Korean War veteran whose prize possession is a 1972 Gran Torino he keeps in mint condition. When his neighbor Thao, a young Hmong teenager under pressure from his gang member cousin, tries to steal his Gran Torino, Kowalski sets out to reform the youth. Drawn against his will into the life of Thao's family, Kowalski is soon taking steps to protect them from the gangs that infest their neighborhood.",Drama,"Clint Eastwood,Christopher Carley,Bee Vang,Ahney Her,Brian Haley",Clint Eastwood,"rape,war veteran,immigration,priest,gang",7.6,2.245306
10527,Madagascar: Escape 2 Africa,"Alex, Marty, Melman, Gloria, King Julien, Maurice, the penguins and the chimps are back and still marooned on Madagascar. In the face of this obstacle, the New Yorkers have hatched a plan so crazy it just might work. With military precision, the penguins have repaired an old crashed plane... sort of.","Family,Animation","Ben Stiller,Jada Pinkett Smith,David Schwimmer,Chris Rock,Cedric the Entertainer",Eric Darnell|Tom McGrath,"africa,jealousy,dance,hunger,lion",6.1,2.217084
11253,Hellboy II: The Golden Army,"In this continuation to the adventure of the demon superhero, an evil elf breaks an ancient pact between humans and creatures, as he declares war against humanity. He is on a mission to release The Golden Army, a deadly group of fighting machines that can destroy the human race. As Hell on Earth is ready to erupt, Hellboy and his crew set out to defeat the evil prince.","Adventure,Fantasy,Science Fiction","Ron Perlman,Selma Blair,Jeffrey Tambor,Doug Jones,John Hurt",Guillermo del Toro,"auction,northern ireland,resignation,superhero,rebellion",6.4,2.188028
8247,Jumper,"David Rice is a man who knows no boundaries, a Jumper, born with the uncanny ability to teleport instantly to anywhere on Earth. When he discovers others like himself, David is thrust into a dangerous and bloodthirsty war while being hunted by a sinister and determined group of zealots who have sworn to destroy all Jumpers. Now, Davidâ€™s extraordinary gift may be his only hope for survival!","Adventure,Fantasy,Science Fiction","Hayden Christensen,Jamie Bell,Samuel L. Jackson,Rachel Bilson,Michael Rooker",Doug Liman,"adolescence,based on novel,loss of child,fight,chase",5.9,2.017536
88751,Journey to the Center of the Earth,"On a quest to find out what happened to his missing brother, a scientist, his nephew and their mountain guide discover a fantastic and dangerous lost world in the center of the earth.","Action,Science Fiction,Adventure,Comedy,Family","Brendan Fraser,Josh Hutcherson,Anita Briem,Seth Meyers,Jean Michel ParÃ©",Eric Brevig,"volcano,prehistoric,dinosaur,prehistoric creature,3d",5.7,1.996757
8909,Wanted,"Doormat Wesley Gibson discovers that his recently murdered father â€“ who Wesley never knew â€“ belonged to a secret guild of assassins. After a leather-clad sexpot drafts Wesley into the society, he hones his innate killing skills and turns avenger.","Action,Thriller,Crime","Angelina Jolie,James McAvoy,Morgan Freeman,Thomas Kretschmann,Terence Stamp",Timur Bekmambetov,"assassin,loss of father,secret society,mission of murder,revenge",6.3,1.982998
13179,Tinker Bell,"Journey into the secret world of Pixie Hollow and hear Tinker Bell speak for the very first time as the astonishing story of Disney's most famous fairy is finally revealed in the all-new motion picture ""Tinker Bell.""","Animation,Family,Adventure,Fantasy","Mae Whitman,Kristin Chenoweth,Raven-SymonÃ©,Lucy Liu,America Ferrera",Bradley Raymond,"to tinker,fairy,spring,engineering,gardening",6.7,1.975355
